"RefSeq.accession.number","Gene.Name","ensembl_gene_id"
"NM_138428","SMIM12 ","ENSG00000163866"
"NM_138431","MFSD3 ","ENSG00000167700"
"NM_138436","C8orf40 ","ENSG00000176209"
"NM_138442","CCDC124 ","ENSG00000007080"
"NM_138446","MALSU1 ","ENSG00000156928"
"NM_138457","FOXP4 ","ENSG00000137166"
"NM_138465","GLI4 ","ENSG00000250571"
"NM_138476","MDP1 ","ENSG00000285200"
"NM_138476","MDP1 ","ENSG00000213920"
"NM_138494","ZNF655 ","ENSG00000197343"
"NM_138496","CYHR1 ","ENSG00000291316"
"NM_138501","TECR ","ENSG00000099797"
"NM_138572","TAF8 ","ENSG00000137413"
"NM_138575","PGAM5 ","ENSG00000247077"
"NM_138701","MPLKIP ","ENSG00000168303"
"NM_138704","NDNL2 ","ENSG00000282130"
"NM_138704","NDNL2 ","ENSG00000185115"
"NM_138769","RHOT2 ","ENSG00000140983"
"NM_138773","SLC25A46 ","ENSG00000164209"
"NM_138777","MRRF ","ENSG00000148187"
"NM_138778","WDR85 ","ENSG00000148399"
"NM_138785","GINM1 ","ENSG00000055211"
"NM_138793","CANT1 ","ENSG00000171302"
"NM_138795","ARL8A ","ENSG00000143862"
"NM_138798","MITD1 ","ENSG00000158411"
"NM_138802","ZFAND2B ","ENSG00000158552"
"NM_138807","TAMM41 ","ENSG00000144559"
"NM_138807","TAMM41 ","ENSG00000279643"
"NM_138820","HIGD2A ","ENSG00000146066"
"NM_139015","SPPL3 ","ENSG00000157837"
"NM_139126","PPIL4 ","ENSG00000131013"
"NM_139178","ALKBH3 ","ENSG00000166199"
"NM_139179","DAGLB ","ENSG00000164535"
"NM_139242","MTFMT ","ENSG00000103707"
"NM_139246","TSTD2 ","ENSG00000136925"
"NM_139279","MCFD2 ","ENSG00000180398"
"NM_139280","ORMDL3 ","ENSG00000172057"
"NM_139281","WDR36 ","ENSG00000134987"
"NM_139321","ATRN ","ENSG00000088812"
"NM_144564","SLC39A3 ","ENSG00000141873"
"NM_144568","TMEM55B ","ENSG00000291802"
"NM_144568","TMEM55B ","ENSG00000165782"
"NM_144570","HN1L ","ENSG00000206053"
"NM_144574","WDR20 ","ENSG00000140153"
"NM_144578","MAPK1IP1L ","ENSG00000168175"
"NM_144582","TEX261 ","ENSG00000144043"
"NM_144588","ZFYVE27 ","ENSG00000155256"
"NM_144598","LRRC28 ","ENSG00000168904"
"NM_144600","FOPNL ","ENSG00000276914"
"NM_144600","FOPNL ","ENSG00000133393"
"NM_144604","ZC3H18 ","ENSG00000158545"
"NM_144606","FLCN ","ENSG00000154803"
"NM_144628","TBC1D20 ","ENSG00000125875"
"NM_144636","CHCHD4 ","ENSG00000163528"
"NM_144638","TMEM42 ","ENSG00000169964"
"NM_144638","TMEM42 ","ENSG00000280516"
"NM_144653","NACC2 ","ENSG00000148411"
"NM_144660","SAMD8 ","ENSG00000156671"
"NM_144684","ZNF480 ","ENSG00000198464"
"NM_144703","LSM14B ","ENSG00000149657"
"NM_144716","CCDC12 ","ENSG00000160799"
"NM_144723","ZMAT2 ","ENSG00000146007"
"NM_144772","APOA1BP ","ENSG00000163382"
"NM_144778","MBNL2 ","ENSG00000139793"
"NM_144987","U2AF1L4 ","ENSG00000161265"
"NM_145012","CCNY ","ENSG00000108100"
"NM_145029","C6orf136 ","ENSG00000233641"
"NM_145029","C6orf136 ","ENSG00000204564"
"NM_145029","C6orf136 ","ENSG00000237100"
"NM_145029","C6orf136 ","ENSG00000237012"
"NM_145029","C6orf136 ","ENSG00000233164"
"NM_145029","C6orf136 ","ENSG00000224120"
"NM_145029","C6orf136 ","ENSG00000206487"
"NM_145043","NEIL2 ","ENSG00000154328"
"NM_145043","NEIL2 ","ENSG00000292286"
"NM_145052","UPRT ","ENSG00000094841"
"NM_145055","C18orf25 ","ENSG00000152242"
"NM_145059","FUK ","ENSG00000157353"
"NM_145080","NSMCE1 ","ENSG00000169189"
"NM_145111","FAM200A ","ENSG00000221909"
"NM_145165","CHURC1 ","ENSG00000258289"
"NM_145203","CSNK1A1L ","ENSG00000180138"
"NM_145206","VTI1A ","ENSG00000151532"
"NM_145212","MRPL30 ","ENSG00000185414"
"NM_145246","FRA10AC1 ","ENSG00000148690"
"NM_145253","UBALD1 ","ENSG00000153443"
"NM_145255","MRPL10 ","ENSG00000159111"
"NM_145261","DNAJC19 ","ENSG00000205981"
"NM_145265","CCDC127 ","ENSG00000164366"
"NM_145266","NUDCD2 ","ENSG00000170584"
"NM_145267","C6orf57 ","ENSG00000154079"
"NM_145271","ZNF688 ","ENSG00000229809"
"NM_145280","METTL21A ","ENSG00000144401"
"NM_145648","SLC15A4 ","ENSG00000139370"
"NM_145691","ATPAF2 ","ENSG00000171953"
"NM_145693","LPIN1 ","ENSG00000134324"
"NM_145698","ACBD5 ","ENSG00000107897"
"NM_145914","ZSCAN21 ","ENSG00000166529"
"NM_147156","SGMS1 ","ENSG00000198964"
"NM_148178","RPP25L ","ENSG00000164967"
"NM_152261","C12orf23 ","ENSG00000151135"
"NM_152267","RNF185 ","ENSG00000138942"
"NM_152269","C12orf65 ","ENSG00000130921"
"NM_152274","FAM58A ","ENSG00000262919"
"NM_152289","ZNF561 ","ENSG00000171469"
"NM_152295","TARS ","ENSG00000113407"
"NM_152316","ARL14EP ","ENSG00000152219"
"NM_152318","C12orf45 ","ENSG00000151131"
"NM_152320","ZNF641 ","ENSG00000167528"
"NM_152348","WDR81 ","ENSG00000276021"
"NM_152348","WDR81 ","ENSG00000167716"
"NM_152356","ZNF491 ","ENSG00000177599"
"NM_152383","DIS3L2 ","ENSG00000144535"
"NM_152409","C5orf24 ","ENSG00000181904"
"NM_152415","VPS37A ","ENSG00000155975"
"NM_152437","ZNF664 ","ENSG00000179195"
"NM_152440","C12orf66 ","ENSG00000174206"
"NM_152449","LYSMD4 ","ENSG00000183060"
"NM_152455","ZSCAN29 ","ENSG00000140265"
"NM_152464","TMEM199 ","ENSG00000244045"
"NM_152516","COMMD1 ","ENSG00000173163"
"NM_152540","SCFD2 ","ENSG00000184178"
"NM_152551","SNRNP48 ","ENSG00000168566"
"NM_152600","ZNF579 ","ENSG00000218891"
"NM_152608","SDE2 ","ENSG00000143751"
"NM_152609","CNST ","ENSG00000162852"
"NM_152652","ZNF48 ","ENSG00000180035"
"NM_152653","UBE2E2 ","ENSG00000182247"
"NM_152699","SENP5 ","ENSG00000119231"
"NM_152713","STT3A ","ENSG00000134910"
"NM_152716","PATL1 ","ENSG00000166889"
"NM_152726","EFHA1 ","ENSG00000165487"
"NM_152727","CPNE2 ","ENSG00000140848"
"NM_152729","NT5DC1 ","ENSG00000178425"
"NM_152734","C6orf89 ","ENSG00000198663"
"NM_152740","HIBADH ","ENSG00000106049"
"NM_152743","BRAT1 ","ENSG00000106009"
"NM_152758","YTHDF3 ","ENSG00000185728"
"NM_152766","TMEM256 ","ENSG00000205544"
"NM_152766","TMEM256 ","ENSG00000283771"
"NM_152783","D2HGDH ","ENSG00000180902"
"NM_152833","C9orf69 ","ENSG00000238227"
"NM_152834","TMEM18 ","ENSG00000151353"
"NM_152902","TIPRL ","ENSG00000143155"
"NM_152906","TANGO2 ","ENSG00000183597"
"NM_152912","MTIF3 ","ENSG00000122033"
"NM_152988","SPPL2B ","ENSG00000005206"
"NM_153029","N4BP1 ","ENSG00000102921"
"NM_153035","TCEANC2 ","ENSG00000116205"
"NM_153232","EID2 ","ENSG00000176396"
"NM_153260","LRRC57 ","ENSG00000180979"
"NM_153273","IP6K1 ","ENSG00000176095"
"NM_153331","KCTD6 ","ENSG00000168301"
"NM_153339","PUSL1 ","ENSG00000169972"
"NM_153365","TAPT1 ","ENSG00000169762"
"NM_153369","KIAA1919 ","ENSG00000173214"
"NM_153371","LNX2 ","ENSG00000139517"
"NM_153450","MED19 ","ENSG00000156603"
"NM_153603","COG7 ","ENSG00000168434"
"NM_153681","PIGP ","ENSG00000185808"
"NM_153689","C2orf69 ","ENSG00000178074"
"NM_170607","MLX ","ENSG00000108788"
"NM_170746","C11orf31 ","ENSG00000211450"
"NM_170753","PGBD3 ",NA
"NM_172002","HSCB ","ENSG00000100209"
"NM_172020","POM121 ","ENSG00000196313"
"NM_172231","SUGP1 ","ENSG00000105705"
"NM_172250","MMAA ","ENSG00000151611"
"NM_172251","MRPL54 ","ENSG00000183617"
"NM_172341","PSENEN ","ENSG00000205155"
"NM_172350","CD46 ","ENSG00000117335"
"NM_173156","SMG7 ","ENSG00000116698"
"NM_173348","FAM149B1 ","ENSG00000138286"
"NM_173463","CCDC149 ","ENSG00000181982"
"NM_173471","SLC25A26 ","ENSG00000282739"
"NM_173471","SLC25A26 ","ENSG00000144741"
"NM_173473","ANAPC16 ","ENSG00000166295"
"NM_173474","NTAN1 ","ENSG00000275779"
"NM_173474","NTAN1 ","ENSG00000157045"
"NM_173475","DCUN1D3 ","ENSG00000188215"
"NM_173542","PLBD2 ","ENSG00000151176"
"NM_173547","TRIM65 ","ENSG00000141569"
"NM_173552","C3orf58 ","ENSG00000181744"
"NM_173562","KCTD20 ","ENSG00000112078"
"NM_173607","FAM177A1 ","ENSG00000151327"
"NM_173618","INO80E ","ENSG00000169592"
"NM_173620","HEXDC ","ENSG00000169660"
"NM_173659","RPUSD3 ","ENSG00000156990"
"NM_173685","NSMCE2 ","ENSG00000156831"
"NM_173791","PDZD8 ","ENSG00000165650"
"NM_173797","PAPD4 ","ENSG00000164329"
"NM_173802","METTL20 ","ENSG00000139160"
"NM_173809","BLOC1S2 ","ENSG00000196072"
"NM_173810","TTC9C ","ENSG00000162222"
"NM_173824","C3orf38 ","ENSG00000179021"
"NM_173826","TCAIM ","ENSG00000179152"
"NM_173829","SREK1IP1 ","ENSG00000153006"
"NM_173834","YIPF6 ","ENSG00000181704"
"NM_174889","NDUFAF2 ","ENSG00000164182"
"NM_174893","C17orf49 ","ENSG00000258315"
"NM_174894","TRAPPC5 ","ENSG00000181029"
"NM_174907","PPP4R2 ","ENSG00000163605"
"NM_174908","CCDC50 ","ENSG00000152492"
"NM_174913","NOP9 ","ENSG00000285326"
"NM_174913","NOP9 ","ENSG00000196943"
"NM_174917","ACSF3 ","ENSG00000176715"
"NM_174983","MFSD12 ","ENSG00000161091"
"NM_175063","EMC10 ","ENSG00000161671"
"NM_175069","APTX ","ENSG00000137074"
"NM_175614","NDUFA11 ","ENSG00000174886"
"NM_175614","NDUFA11 ","ENSG00000292058"
"NM_175732","PTPMT1 ","ENSG00000110536"
"NM_175748","UBR7 ","ENSG00000278787"
"NM_175748","UBR7 ","ENSG00000012963"
"NM_175852","TXLNA ","ENSG00000084652"
"NM_175876","EXOC8 ","ENSG00000116903"
"NM_175907","ZADH2 ","ENSG00000180011"
"NM_175918","CRIPAK ",NA
"NM_176812","CHMP4B ","ENSG00000101421"
"NM_176818","GATC ","ENSG00000257218"
"NM_176867","PPA2 ","ENSG00000138777"
"NM_176880","NR2C2AP ","ENSG00000184162"
"NM_177401","MIDN ","ENSG00000167470"
"NM_177452","TRAPPC6B ","ENSG00000182400"
"NM_177533","NUDT14 ","ENSG00000183828"
"NM_177938","P4HTM ","ENSG00000178467"
"NM_177966","PDE12 ","ENSG00000174840"
"NM_177967","UBAC2 ","ENSG00000134882"
"NM_178014","TUBB ","ENSG00000183311"
"NM_178014","TUBB ","ENSG00000224156"
"NM_178014","TUBB ","ENSG00000232421"
"NM_178014","TUBB ","ENSG00000232575"
"NM_178014","TUBB ","ENSG00000227739"
"NM_178014","TUBB ","ENSG00000235067"
"NM_178014","TUBB ","ENSG00000229684"
"NM_178014","TUBB ","ENSG00000196230"
"NM_178026","GGT7 ","ENSG00000131067"
"NM_178124","CXorf40A ","ENSG00000197620"
"NM_178126","FAM134C ","ENSG00000141699"
"NM_178148","SLC35B2 ","ENSG00000157593"
"NM_178167","ZNF598 ","ENSG00000292232"
"NM_178167","ZNF598 ","ENSG00000167962"
"NM_178336","MRPL52 ","ENSG00000172590"
"NM_178454","DRAM2 ","ENSG00000156171"
"NM_178508","C6orf1 ","ENSG00000186577"
"NM_178517","PIGW ","ENSG00000277161"
"NM_178517","PIGW ","ENSG00000275600"
"NM_178547","ZBTB8OS ","ENSG00000176261"
"NM_178812","MTDH ","ENSG00000147649"
"NM_178819","AGPAT6 ","ENSG00000158669"
"NM_178862","STT3B ","ENSG00000163527"
"NM_181336","LEMD2 ","ENSG00000161904"
"NM_181441","MRPL55 ","ENSG00000162910"
"NM_181503","EXOSC8 ","ENSG00000120699"
"NM_181504","PIK3R1 ","ENSG00000145675"
"NM_181514","MRPL21 ","ENSG00000197345"
"NM_181575","AUP1 ","ENSG00000115307"
"NM_181656","C17orf58 ","ENSG00000186665"
"NM_181672","OGT ","ENSG00000147162"
"NM_181713","UBXN2A ","ENSG00000173960"
"NM_181715","CRTC2 ","ENSG00000160741"
"NM_181725","METTL2A ","ENSG00000087995"
"NM_181785","SLC46A3 ","ENSG00000139508"
"NM_181836","TMED7 ","ENSG00000134970"
"NM_182476","COQ6 ","ENSG00000119723"
"NM_182501","MTERFD2 ","ENSG00000122085"
"NM_182523","CMC1 ","ENSG00000187118"
"NM_182529","THAP5 ","ENSG00000177683"
"NM_182543","NSUN6 ","ENSG00000241058"
"NM_182547","TMED4 ","ENSG00000158604"
"NM_182640","MRPS9 ","ENSG00000135972"
"NM_182752","TPRG1L ","ENSG00000158109"
"NM_182755","ZNF438 ","ENSG00000183621"
"NM_182916","TRNT1 ","ENSG00000072756"
"NM_182919","TICAM1 ","ENSG00000127666"
"NM_182972","IRF2BP2 ","ENSG00000168264"
"NM_182976","ZNF326 ","ENSG00000162664"
"NM_183006","DLGAP4 ","ENSG00000080845"
"NM_183075","CYP2U1 ","ENSG00000155016"
"NM_183352","SEC13 ","ENSG00000157020"
"NM_194280","TMEM219 ","ENSG00000149932"
"NM_194283","DNAJC21 ","ENSG00000168724"
"NM_194285","SPTY2D1 ","ENSG00000179119"
"NM_194326","RPS19BP1 ","ENSG00000187051"
"NM_194460","RNF126 ","ENSG00000070423"
"NM_197964","C7orf55 ","ENSG00000164898"
"NM_197977","ZNF189 ","ENSG00000136870"
"NM_198044","ZDHHC16 ","ENSG00000171307"
"NM_198066","GNPNAT1 ","ENSG00000100522"
"NM_198076","COX20 ","ENSG00000203667"
"NM_198077","C1orf52 ","ENSG00000162642"
"NM_198217","ING1 ","ENSG00000153487"
"NM_198243","ASB7 ","ENSG00000183475"
"NM_198273","LYSMD3 ","ENSG00000176018"
"NM_198318","PRMT1 ","ENSG00000126457"
"NM_198334","GANAB ","ENSG00000089597"
"NM_198401","ANKRD46 ","ENSG00000186106"
"NM_198446","C1orf122 ","ENSG00000197982"
"NM_198450","APOOL ","ENSG00000155008"
"NM_198467","RSBN1L ","ENSG00000187257"
"NM_198486","RPL7L1 ","ENSG00000146223"
"NM_198507","FAM174A ","ENSG00000174132"
"NM_198527","HDDC3 ","ENSG00000184508"
"NM_198551","MIA3 ","ENSG00000154305"
"NM_198841","FAM120AOS ","ENSG00000188938"
"NM_198976","NELFCD ","ENSG00000101158"
"NM_199069","NDUFAF3 ","ENSG00000178057"
"NM_199077","CNNM2 ","ENSG00000148842"
"NM_199129","TMEM189 ","ENSG00000240849"
"NM_199203","TMEM189-UBE2V1 ","ENSG00000124208"
"NM_199287","CCDC137 ","ENSG00000185298"
"NM_199290","NACA2 ","ENSG00000253506"
"NM_199337","TMEM179B ","ENSG00000185475"
"NM_199342","CCDC23 ","ENSG00000177868"
"NM_203288","RP9 ","ENSG00000164610"
"NM_203290","POLR1C ","ENSG00000171453"
"NM_203298","CHCHD1 ","ENSG00000172586"
"NM_203376","TMEM81 ","ENSG00000174529"
"NM_203390","RBM12B ","ENSG00000183808"
"NM_203397","MBLAC1 ","ENSG00000214309"
"NM_203462","MRFAP1L1 ","ENSG00000178988"
"NM_203495","COMMD6 ","ENSG00000188243"
"NM_205767","C19orf70 ","ENSG00000174917"
"NM_206831","DPH3 ","ENSG00000154813"
"NM_207005","USF1 ","ENSG00000158773"
"NM_207040","TCF12 ","ENSG00000140262"
"NM_207111","RNF216 ","ENSG00000011275"
"NM_207118","GTF2H5 ","ENSG00000272047"
"NM_207122","EXT2 ","ENSG00000151348"
"NM_207318","FAM199X ","ENSG00000123575"
"NM_207332","ERICH1 ","ENSG00000104714"
"NM_207356","C1orf174 ","ENSG00000198912"
"NM_212550","BLOC1S3 ","ENSG00000189114"
"NM_212551","LYSMD1 ","ENSG00000163155"
